time,open,high,low,close,tick_volume,spread,real_volume,returns
2025-08-15 17:00:00,3335.26,3343.55,3335.03,3341.66,8947,27,0,0.001972966165729062
2025-08-15 18:00:00,3341.67,3345.06,3341.33,3342.24,5873,27,0,0.0001735664310551499
2025-08-15 19:00:00,3342.35,3342.36,3335.72,3338.12,5880,27,0,-0.0012327062090095042
2025-08-15 20:00:00,3338.16,3338.87,3334.95,3336.1,4728,27,0,-0.0006051310318382352
2025-08-15 21:00:00,3336.06,3338.2,3334.68,3335.92,4275,27,0,-5.395521716966556e-05
2025-08-15 22:00:00,3335.91,3339.51,3334.3,3338.99,4944,27,0,0.0009202858581740525
2025-08-15 23:00:00,3338.93,3339.3,3334.85,3335.54,3170,27,0,-0.0010332465805527047
2025-08-18 01:00:00,3335.65,3338.83,3332.67,3334.22,2501,33,0,-0.00039573802142989223
2025-08-18 02:00:00,3334.26,3334.34,3323.45,3327.02,3390,29,0,-0.0021594255927922523
2025-08-18 03:00:00,3327.03,3342.68,3326.71,3340.56,5908,27,0,0.004069708027003127
2025-08-18 04:00:00,3340.45,3347.33,3339.56,3346.79,6320,27,0,0.0018649567737145656
2025-08-18 05:00:00,3346.77,3347.45,3342.32,3343.36,3654,27,0,-0.0010248626295643604
2025-08-18 06:00:00,3343.27,3351.72,3343.25,3346.98,4127,27,0,0.0010827431087288009
2025-08-18 07:00:00,3346.92,3358.12,3346.66,3357.44,4162,27,0,0.003125205409055365
2025-08-18 08:00:00,3357.42,3358.3,3346.46,3349.51,6149,27,0,-0.00236191860465107
2025-08-18 09:00:00,3349.5,3351.07,3345.98,3349.5,4878,27,0,-2.9855113136134648e-06
2025-08-18 10:00:00,3349.6,3355.53,3347.11,3348.96,5560,27,0,-0.00016121809225255745
2025-08-18 11:00:00,3348.93,3349.82,3344.47,3348.59,4938,27,0,-0.00011048206010222383
2025-08-18 12:00:00,3348.49,3351.63,3347.43,3348.03,3987,27,0,-0.00016723456738509945
2025-08-18 13:00:00,3347.89,3351.34,3346.45,3346.55,3184,27,0,-0.00044205099715355356
2025-08-18 14:00:00,3346.49,3348.63,3344.47,3345.33,3249,27,0,-0.0003645545412440665
2025-08-18 15:00:00,3345.52,3348.71,3343.03,3344.64,5311,27,0,-0.00020625767861470745
2025-08-18 16:00:00,3344.44,3344.86,3335.65,3336.79,8467,27,0,-0.0023470388442402568
2025-08-18 17:00:00,3336.66,3338.59,3332.32,3334.2,7923,27,0,-0.0007761950856961519
2025-08-18 18:00:00,3334.31,3336.74,3332.16,3335.54,4923,27,0,0.00040189550716807076
2025-08-18 19:00:00,3335.67,3335.76,3331.62,3334.21,5051,27,0,-0.0003987360367436743
2025-08-18 20:00:00,3334.19,3334.79,3331.6,3333.59,3985,27,0,-0.00018595109486196915
2025-08-18 21:00:00,3333.55,3333.72,3331.38,3331.79,2626,27,0,-0.0005399584232014254
2025-08-18 22:00:00,3332.02,3334.17,3330.16,3333.45,3300,27,0,0.0004982306808052339
2025-08-18 23:00:00,3333.47,3334.22,3332.42,3332.49,1692,32,0,-0.000287989920352838
2025-08-19 01:00:00,3332.2,3334.55,3332.2,3334.32,1356,27,0,0.0005491389321499174
2025-08-19 02:00:00,3334.42,3334.59,3330.45,3330.9,1511,27,0,-0.0010256963938674035
2025-08-19 03:00:00,3330.88,3339.13,3326.0,3335.1,5293,28,0,0.0012609204719444822
2025-08-19 04:00:00,3335.11,3335.59,3330.2,3332.91,6551,27,0,-0.000656651974453526
2025-08-19 05:00:00,3332.78,3338.01,3329.42,3338.01,4283,27,0,0.0015301943346806013
2025-08-19 06:00:00,3337.97,3341.55,3337.03,3337.72,4105,27,0,-8.68781100117344e-05
2025-08-19 07:00:00,3337.67,3338.17,3334.36,3337.65,2518,27,0,-2.0972400321062068e-05
2025-08-19 08:00:00,3337.49,3340.62,3335.69,3336.05,3543,27,0,-0.0004793792039309297
2025-08-19 09:00:00,3335.9,3338.73,3334.37,3335.96,3606,27,0,-2.697801291950963e-05
2025-08-19 10:00:00,3336.01,3341.73,3334.9,3340.65,4610,27,0,0.0014058921569803928
2025-08-19 11:00:00,3340.66,3340.89,3336.41,3337.92,3025,27,0,-0.0008172062323200668
2025-08-19 12:00:00,3337.94,3339.58,3336.85,3339.26,2767,27,0,0.00040144760809135427
2025-08-19 13:00:00,3339.35,3345.24,3339.21,3343.5,3505,27,0,0.0012697423980163602
2025-08-19 14:00:00,3343.58,3344.7,3339.16,3339.64,3387,27,0,-0.0011544788395394523
2025-08-19 15:00:00,3339.75,3340.47,3334.17,3334.67,5675,27,0,-0.0014881843551999285
2025-08-19 16:00:00,3334.79,3339.24,3325.53,3333.95,10297,27,0,-0.00021591341871918246
2025-08-19 17:00:00,3333.94,3336.88,3320.86,3325.29,10298,27,0,-0.002597519458900077
2025-08-19 18:00:00,3325.53,3326.66,3321.53,3322.56,6533,27,0,-0.0008209810272187257
2025-08-19 19:00:00,3322.54,3324.32,3316.97,3317.48,5487,27,0,-0.0015289415390542516
2025-08-19 20:00:00,3317.4,3319.97,3314.93,3317.45,6117,27,0,-9.043008548759168e-06
2025-08-19 21:00:00,3317.44,3320.08,3316.71,3318.37,3400,27,0,0.0002773214366456056
2025-08-19 22:00:00,3318.54,3318.8,3315.48,3315.79,3608,27,0,-0.0007774901532980882
2025-08-19 23:00:00,3315.7,3317.38,3314.9,3315.65,2181,32,0,-4.222221552019345e-05
2025-08-20 01:00:00,3316.33,3317.41,3315.37,3316.81,1455,27,0,0.00034985598600578705
2025-08-20 02:00:00,3316.79,3316.79,3312.77,3314.21,2217,27,0,-0.0007838857215215489
2025-08-20 03:00:00,3314.02,3316.81,3312.75,3315.96,4131,27,0,0.0005280293041176609
2025-08-20 04:00:00,3315.92,3317.72,3311.41,3315.21,6417,27,0,-0.00022617884413567158
2025-08-20 05:00:00,3315.12,3317.06,3312.33,3313.9,5061,27,0,-0.00039514842197019284
2025-08-20 06:00:00,3313.86,3318.54,3313.86,3317.48,3815,27,0,0.0010802981381454746
2025-08-20 07:00:00,3317.53,3320.88,3317.13,3318.67,2467,27,0,0.0003587060057634872
2025-08-20 08:00:00,3318.66,3323.74,3318.07,3323.32,3401,27,0,0.0014011637192008486
2025-08-20 09:00:00,3323.23,3325.94,3322.19,3323.01,5003,27,0,-9.32802137620925e-05
2025-08-20 10:00:00,3322.89,3327.42,3321.56,3324.79,4179,27,0,0.0005356589357239372
2025-08-20 11:00:00,3324.72,3325.62,3320.83,3324.93,4146,27,0,4.2107922605616466e-05
2025-08-20 12:00:00,3324.76,3327.32,3323.46,3326.1,3701,27,0,0.00035188710739775253
2025-08-20 13:00:00,3326.04,3327.79,3323.79,3326.37,4011,27,0,8.117615225033958e-05
2025-08-20 14:00:00,3326.37,3332.8,3325.68,3332.3,6111,27,0,0.0017827241106673775
2025-08-20 15:00:00,3332.4,3344.79,3331.98,3342.8,8712,27,0,0.003150976802808847
2025-08-20 16:00:00,3342.85,3348.23,3338.79,3344.88,9754,27,0,0.0006222328586813486
2025-08-20 17:00:00,3344.76,3350.13,3339.93,3346.8,7941,27,0,0.0005740116237353821
2025-08-20 18:00:00,3346.81,3346.89,3338.8,3340.64,5236,27,0,-0.00184056412095146
2025-08-20 19:00:00,3340.65,3345.98,3340.63,3345.11,3754,27,0,0.001338066957229822
2025-08-20 20:00:00,3345.07,3348.02,3344.01,3346.67,4071,27,0,0.0004663523770518374
2025-08-20 21:00:00,3346.64,3346.85,3343.91,3345.61,4255,27,0,-0.0003167327522581864
2025-08-20 22:00:00,3345.59,3349.21,3344.99,3348.65,3978,27,0,0.0009086534294193704
2025-08-20 23:00:00,3348.44,3349.17,3347.33,3348.26,2078,32,0,-0.00011646484404159718
2025-08-21 01:00:00,3349.71,3351.99,3348.68,3349.55,2193,27,0,0.0003852747397155021
2025-08-21 02:00:00,3349.49,3349.49,3346.28,3346.88,1915,27,0,-0.0007971220014628688
2025-08-21 03:00:00,3346.85,3346.85,3341.39,3342.24,3205,27,0,-0.0013863658093509201
2025-08-21 04:00:00,3342.34,3346.32,3340.68,3342.72,4387,27,0,0.0001436162573602573
2025-08-21 05:00:00,3342.67,3344.96,3340.36,3344.49,3570,27,0,0.0005295089029293543
2025-08-21 06:00:00,3344.5,3344.72,3339.62,3339.85,2762,27,0,-0.0013873565177351388
2025-08-21 07:00:00,3339.71,3340.97,3337.83,3338.21,1959,27,0,-0.0004910400167671414
2025-08-21 08:00:00,3338.23,3340.61,3336.96,3338.74,2796,27,0,0.00015876772282141793
2025-08-21 09:00:00,3338.72,3339.82,3334.2,3336.52,4514,27,0,-0.0006649214973312167
2025-08-21 10:00:00,3336.42,3341.42,3335.32,3339.57,3886,27,0,0.0009141260954528274
2025-08-21 11:00:00,3339.69,3341.28,3337.72,3339.51,3313,27,0,-1.796638489381941e-05
2025-08-21 12:00:00,3339.43,3342.11,3337.92,3340.56,3214,27,0,0.000314417384586374
2025-08-21 13:00:00,3340.59,3341.5,3327.42,3328.35,4996,27,0,-0.0036550757956750335
2025-08-21 14:00:00,3328.54,3334.33,3325.09,3333.6,5818,27,0,0.0015773581504348044
2025-08-21 15:00:00,3333.61,3344.95,3333.61,3341.81,9033,27,0,0.0024628029757618464
2025-08-21 16:00:00,3341.86,3347.39,3335.94,3339.38,10846,0,0,-0.0007271508553747807
2025-08-21 17:00:00,3339.37,3348.01,3337.8,3344.15,10252,27,0,0.0014284088663165662
2025-08-21 18:00:00,3344.19,3346.09,3337.48,3343.54,7601,27,0,-0.00018240808576175382
2025-08-21 19:00:00,3343.53,3343.83,3338.24,3339.69,4960,27,0,-0.0011514741860423339
2025-08-21 20:00:00,3339.72,3341.94,3336.87,3336.99,4268,27,0,-0.0008084582700790266
2025-08-21 21:00:00,3337.01,3339.54,3336.52,3339.26,3477,27,0,0.0006802537616237281
2025-08-21 22:00:00,3339.43,3341.9,3337.84,3338.71,3649,27,0,-0.00016470715068617192
2025-08-21 23:00:00,3338.77,3339.12,3337.78,3338.56,1618,32,0,-4.492753189111465e-05
2025-08-22 01:00:00,3339.15,3340.52,3337.99,3338.8,1503,27,0,7.188728074392081e-05
2025-08-22 02:00:00,3338.82,3339.44,3337.3,3338.31,1238,27,0,-0.00014675931472396542
2025-08-22 03:00:00,3338.28,3339.74,3334.96,3339.51,2739,27,0,0.00035946332126135516
2025-08-22 04:00:00,3339.5,3340.19,3333.64,3334.03,3513,27,0,-0.0016409593024125924
2025-08-22 05:00:00,3334.11,3336.19,3332.72,3333.98,3684,27,0,-1.4996865655092506e-05
2025-08-22 06:00:00,3333.96,3335.32,3331.69,3331.89,3125,27,0,-0.0006268783855932769
2025-08-22 07:00:00,3331.97,3332.64,3327.89,3328.31,2535,27,0,-0.0010744652434503399
2025-08-22 08:00:00,3328.19,3331.36,3327.1,3330.02,3053,27,0,0.0005137742578065208
2025-08-22 09:00:00,3329.77,3330.32,3325.64,3329.42,4164,27,0,-0.00018017909802336973
2025-08-22 10:00:00,3329.29,3335.02,3325.71,3327.4,5154,27,0,-0.0006067122802169145
2025-08-22 11:00:00,3327.37,3330.55,3325.26,3328.68,4346,27,0,0.0003846847388351282
2025-08-22 12:00:00,3328.64,3331.58,3328.08,3330.08,2949,27,0,0.00042058713964698846
2025-08-22 13:00:00,3330.09,3331.66,3328.89,3330.88,2549,27,0,0.00024023446884169353
2025-08-22 14:00:00,3330.96,3331.0,3327.64,3329.28,3271,27,0,-0.0004803535402055914
2025-08-22 15:00:00,3329.27,3329.9,3321.39,3323.41,8118,27,0,-0.001763143983083526
2025-08-22 16:00:00,3323.35,3336.16,3323.11,3333.66,8280,27,0,0.0030841816086488727
2025-08-22 17:00:00,3335.48,3376.67,3335.14,3373.77,22728,27,0,0.012031820881553745
2025-08-22 18:00:00,3373.75,3378.71,3367.28,3367.79,11379,27,0,-0.0017724978288383708
2025-08-22 19:00:00,3367.72,3374.15,3367.72,3370.41,7281,27,0,0.0007779582456151068
2025-08-22 20:00:00,3370.41,3375.45,3370.33,3374.14,5403,27,0,0.0011066902839713677
2025-08-22 21:00:00,3374.12,3374.94,3370.96,3372.62,4235,27,0,-0.0004504851606631499
2025-08-22 22:00:00,3372.69,3373.47,3368.82,3373.1,5415,27,0,0.00014232258600133108
2025-08-22 23:00:00,3373.07,3373.48,3370.02,3371.78,2805,32,0,-0.0003913314162046211
2025-08-25 01:00:00,3371.57,3372.06,3365.78,3367.19,2233,31,0,-0.0013612987798730103
2025-08-25 02:00:00,3367.25,3370.94,3366.31,3368.96,1932,27,0,0.0005256608626182935
2025-08-25 03:00:00,3368.94,3369.53,3363.21,3364.77,3148,27,0,-0.0012437072568389773
2025-08-25 04:00:00,3364.79,3367.76,3360.59,3362.83,4527,27,0,-0.0005765624396318891
2025-08-25 05:00:00,3362.81,3365.09,3359.73,3364.37,3460,27,0,0.0004579476214974232
2025-08-25 06:00:00,3364.17,3367.99,3364.16,3367.23,2232,27,0,0.0008500848598698152
2025-08-25 07:00:00,3367.32,3367.58,3363.71,3365.99,1751,27,0,-0.00036825521274175266
2025-08-25 08:00:00,3365.95,3366.01,3363.0,3364.54,2150,27,0,-0.0004307796517517559
2025-08-25 09:00:00,3364.56,3369.49,3364.42,3368.89,3006,27,0,0.0012928959085045655
2025-08-25 10:00:00,3368.9,3369.76,3365.96,3366.18,2409,27,0,-0.0008044192597561617
2025-08-25 11:00:00,3366.23,3366.66,3363.34,3363.87,2510,27,0,-0.0006862378125946922
2025-08-25 12:00:00,3363.82,3367.96,3361.94,3367.45,2678,27,0,0.001064250402066591
2025-08-25 13:00:00,3367.43,3368.41,3365.03,3365.95,2510,27,0,-0.000445440912262951
2025-08-25 14:00:00,3365.75,3371.42,3365.63,3370.48,2513,27,0,0.0013458310432419296
2025-08-25 15:00:00,3370.52,3371.17,3364.18,3364.42,3803,27,0,-0.001797963494813759
2025-08-25 16:00:00,3364.45,3371.21,3362.08,3370.72,6745,27,0,0.0018725367225256306
2025-08-25 17:00:00,3370.79,3375.35,3369.14,3374.29,7192,27,0,0.0010591208999857216
2025-08-25 18:00:00,3374.28,3376.2,3371.82,3373.98,4646,27,0,-9.187117882569762e-05
2025-08-25 19:00:00,3374.0,3374.28,3371.64,3373.73,3657,27,0,-7.409646767320144e-05
2025-08-25 20:00:00,3373.78,3374.76,3370.81,3371.05,3749,27,0,-0.0007943729936894517
2025-08-25 21:00:00,3371.01,3373.2,3369.76,3370.48,3299,27,0,-0.00016908678304983216
2025-08-25 22:00:00,3370.6,3370.76,3365.12,3365.39,4059,27,0,-0.0015101706581852614
2025-08-25 23:00:00,3365.33,3365.9,3364.14,3365.73,2353,27,0,0.00010102840978309935
2025-08-26 01:00:00,3365.53,3367.06,3363.6,3364.14,1597,27,0,-0.0004724086602312383
2025-08-26 02:00:00,3364.16,3364.16,3351.58,3354.75,4055,27,0,-0.002791203695446609
2025-08-26 03:00:00,3354.87,3386.46,3351.24,3383.12,14532,28,0,0.008456665921454665
2025-08-26 04:00:00,3383.13,3384.8,3371.63,3376.66,9656,27,0,-0.001909480006621167
2025-08-26 05:00:00,3376.71,3379.0,3372.78,3375.33,5149,27,0,-0.0003938803432977922
2025-08-26 06:00:00,3375.17,3375.43,3369.73,3372.13,3859,27,0,-0.000948055449393026
2025-08-26 07:00:00,3372.09,3378.97,3371.99,3377.27,3051,27,0,0.0015242591477788725
2025-08-26 08:00:00,3377.32,3378.97,3372.41,3376.48,3895,27,0,-0.00023391674340511592
2025-08-26 09:00:00,3376.45,3377.67,3372.39,3376.17,4227,27,0,-9.18115907690975e-05
2025-08-26 10:00:00,3376.1,3379.07,3367.18,3376.73,6420,27,0,0.0001658684248719844
2025-08-26 11:00:00,3376.69,3379.78,3375.53,3376.6,4298,27,0,-3.8498784326934654e-05
2025-08-26 12:00:00,3376.59,3378.47,3369.46,3371.89,5211,27,0,-0.0013948942723449598
2025-08-26 13:00:00,3371.88,3375.1,3367.19,3371.95,3875,27,0,1.779417478031675e-05
2025-08-26 14:00:00,3371.97,3380.17,3370.62,3377.47,5479,27,0,0.0016370349501031445
2025-08-26 15:00:00,3377.52,3379.7,3370.9,3371.92,6525,27,0,-0.0016432418348645284
2025-08-26 16:00:00,3371.94,3378.0,3370.47,3375.65,10123,27,0,0.0011061946902655162
2025-08-26 17:00:00,3375.39,3379.52,3370.25,3379.28,9379,27,0,0.0010753484514094414
2025-08-26 18:00:00,3379.31,3389.34,3378.56,3386.56,7051,27,0,0.0021543050590657753
2025-08-26 19:00:00,3386.65,3387.61,3382.39,3382.91,5384,27,0,-0.0010777898516488582
2025-08-26 20:00:00,3382.95,3385.79,3381.46,3381.6,4250,27,0,-0.0003872405709877125
2025-08-26 21:00:00,3381.6,3385.58,3380.19,3385.5,4037,27,0,0.00115330021291693
2025-08-26 22:00:00,3385.53,3390.73,3385.08,3389.64,5496,27,0,0.0012228622064687222
2025-08-26 23:00:00,3389.6,3393.54,3389.11,3393.38,2156,27,0,0.001103362008944897
2025-08-27 01:00:00,3393.68,3394.23,3388.69,3391.01,2555,27,0,-0.0006984186857941221
2025-08-27 02:00:00,3391.09,3392.89,3389.92,3390.76,1823,27,0,-7.372434761321323e-05
2025-08-27 03:00:00,3390.73,3393.41,3388.88,3389.53,3696,27,0,-0.0003627505338036352
2025-08-27 04:00:00,3389.61,3389.97,3383.29,3386.19,5835,27,0,-0.0009853873545889735
2025-08-27 05:00:00,3386.14,3386.9,3382.12,3384.05,3784,27,0,-0.0006319787135393717
2025-08-27 06:00:00,3384.09,3384.41,3380.46,3380.52,2870,27,0,-0.0010431287953783785
2025-08-27 07:00:00,3380.56,3381.12,3373.81,3374.94,3726,27,0,-0.0016506336303290237
2025-08-27 08:00:00,3374.98,3378.8,3373.97,3377.14,4327,27,0,0.0006518634405352497
2025-08-27 09:00:00,3377.15,3381.85,3376.23,3377.44,4378,27,0,8.883256246416948e-05
2025-08-27 10:00:00,3377.37,3381.53,3373.78,3381.43,4568,27,0,0.0011813681368135764
2025-08-27 11:00:00,3381.42,3385.01,3381.0,3384.5,4412,27,0,0.0009078999121674425
2025-08-27 12:00:00,3384.49,3385.41,3377.56,3378.08,4160,27,0,-0.0018968828482789357
2025-08-27 13:00:00,3378.13,3379.13,3374.72,3375.55,5391,27,0,-0.000748946146923668
2025-08-27 14:00:00,3375.69,3378.09,3373.7,3376.75,4498,27,0,0.00035549762260966844
2025-08-27 15:00:00,3376.72,3382.78,3374.2,3381.13,6033,27,0,0.001297105204708604
2025-08-27 16:00:00,3381.2,3384.73,3375.47,3377.79,10006,27,0,-0.0009878354278007873
2025-08-27 17:00:00,3377.7,3386.84,3376.03,3386.37,8443,27,0,0.0025401223877150603
2025-08-27 18:00:00,3386.4,3390.33,3385.08,3387.92,6784,27,0,0.00045771726066567986
2025-08-27 19:00:00,3387.91,3398.78,3387.41,3395.32,7591,27,0,0.0021842310326098957
2025-08-27 20:00:00,3395.35,3397.36,3394.77,3395.1,5310,27,0,-6.479507086232239e-05
2025-08-27 21:00:00,3395.05,3396.17,3392.2,3394.49,4175,27,0,-0.0001796707018939525
2025-08-27 22:00:00,3394.37,3396.24,3393.64,3396.04,4242,27,0,0.0004566223497493027
2025-08-27 23:00:00,3396.05,3398.04,3394.01,3397.22,2961,27,0,0.00034746351633074823
2025-08-28 01:00:00,3397.11,3398.96,3394.7,3395.71,2107,33,0,-0.0004444810757030515
2025-08-28 02:00:00,3395.68,3399.28,3395.01,3395.61,2186,27,0,-2.944892231671048e-05
2025-08-28 03:00:00,3395.6,3398.05,3391.22,3391.95,3858,27,0,-0.001077862298674015
2025-08-28 04:00:00,3391.91,3392.76,3385.41,3385.87,7414,27,0,-0.0017924792523474897
2025-08-28 05:00:00,3385.72,3391.29,3384.48,3391.26,5056,27,0,0.0015919099079411136
2025-08-28 06:00:00,3391.27,3392.39,3388.79,3390.07,3501,27,0,-0.00035090202461618425
2025-08-28 07:00:00,3390.04,3392.14,3388.68,3390.18,2565,27,0,3.2447707569271955e-05
2025-08-28 08:00:00,3390.09,3390.77,3387.56,3389.08,3569,27,0,-0.0003244665474989583
2025-08-28 09:00:00,3389.29,3395.61,3388.72,3395.3,5235,27,0,0.0018353063368230504
2025-08-28 10:00:00,3395.09,3397.54,3393.63,3395.46,4832,27,0,4.712396548156583e-05
2025-08-28 11:00:00,3395.47,3401.0,3393.84,3400.64,5175,27,0,0.0015255664917270817
2025-08-28 12:00:00,3400.66,3401.51,3398.41,3399.12,3404,27,0,-0.00044697468711774047
2025-08-28 13:00:00,3399.19,3399.19,3393.74,3396.96,4882,27,0,-0.0006354585892819342
2025-08-28 14:00:00,3396.89,3407.61,3396.11,3403.98,5956,27,0,0.0020665536244171
2025-08-28 15:00:00,3403.96,3408.64,3396.75,3397.07,10023,27,0,-0.002029976674363443
2025-08-28 16:00:00,3397.11,3410.31,3394.14,3407.31,12599,27,0,0.003014362376989599
2025-08-28 17:00:00,3407.29,3413.44,3406.47,3412.19,10024,27,0,0.0014322148557073255
2025-08-28 18:00:00,3412.16,3413.15,3404.36,3410.88,7130,27,0,-0.00038391765991929727
2025-08-28 19:00:00,3410.9,3417.68,3409.82,3415.39,7595,27,0,0.0013222394220846478
2025-08-28 20:00:00,3415.33,3418.71,3414.47,3417.83,6395,27,0,0.0007144132880871901
2025-08-28 21:00:00,3417.84,3420.24,3417.2,3419.93,5462,27,0,0.0006144249421415893
2025-08-28 22:00:00,3419.94,3423.0,3417.78,3421.92,7565,27,0,0.0005818832549204789
2025-08-28 23:00:00,3421.99,3422.16,3416.23,3416.5,3895,32,0,-0.0015839061111890818
2025-08-29 01:00:00,3417.19,3418.27,3415.38,3416.64,2263,30,0,4.097760866383915e-05
2025-08-29 02:00:00,3416.68,3416.71,3414.65,3414.69,1277,27,0,-0.0005707361618431106
2025-08-29 03:00:00,3414.73,3417.8,3412.95,3413.4,4071,27,0,-0.00037777953489193106
2025-08-29 04:00:00,3413.39,3413.57,3407.8,3409.77,6190,27,0,-0.0010634557918790533
2025-08-29 05:00:00,3409.84,3413.87,3409.84,3411.2,4259,27,0,0.0004193831255479008
2025-08-29 06:00:00,3411.04,3413.47,3409.84,3410.74,3106,27,0,-0.00013484990619139214
2025-08-29 07:00:00,3410.59,3411.27,3407.43,3408.8,3480,27,0,-0.0005687915232470697
2025-08-29 08:00:00,3408.86,3410.72,3406.92,3410.28,3113,27,0,0.000434170382539234
2025-08-29 09:00:00,3410.29,3412.55,3407.83,3410.16,3716,27,0,-3.518772652111313e-05
2025-08-29 10:00:00,3410.12,3412.62,3406.43,3412.12,5120,27,0,0.0005747530907640463
2025-08-29 11:00:00,3412.14,3414.72,3409.67,3410.27,5088,27,0,-0.0005421849172947413
2025-08-29 12:00:00,3410.41,3410.96,3406.76,3407.34,4980,27,0,-0.0008591695085725659
2025-08-29 13:00:00,3407.36,3408.72,3404.66,3405.49,3755,27,0,-0.000542945523487659
2025-08-29 14:00:00,3405.48,3411.22,3404.2,3410.66,3852,27,0,0.0015181368907264403
2025-08-29 15:00:00,3410.46,3416.8,3406.62,3416.48,9569,27,0,0.0017064145942427
2025-08-29 16:00:00,3416.58,3429.08,3413.53,3428.53,11837,27,0,0.0035270219641267975
2025-08-29 17:00:00,3429.16,3440.98,3429.1,3440.87,17114,27,0,0.003599210157122723
2025-08-29 18:00:00,3440.86,3447.58,3438.87,3445.39,12244,27,0,0.0013136212643896084
2025-08-29 19:00:00,3445.35,3449.36,3442.16,3448.99,10307,27,0,0.0010448744554316658
2025-08-29 20:00:00,3448.92,3450.11,3441.0,3443.73,8790,27,0,-0.0015250841550714656
2025-08-29 21:00:00,3443.74,3445.57,3441.02,3442.79,6364,27,0,-0.00027295984296094034
2025-08-29 22:00:00,3442.78,3453.8,3441.46,3452.57,9172,27,0,0.002840719300335026
2025-08-29 23:00:00,3452.68,3452.68,3445.65,3447.69,5717,32,0,-0.0014134398433630624
2025-09-01 01:00:00,3449.64,3452.56,3442.28,3450.16,4807,31,0,0.0007164217200501533
2025-09-01 02:00:00,3450.19,3450.85,3444.68,3447.85,2871,28,0,-0.0006695341665313714
2025-09-01 03:00:00,3447.76,3447.76,3442.65,3443.97,5229,27,0,-0.0011253389793639546
2025-09-01 04:00:00,3443.98,3459.2,3437.0,3457.2,10248,27,0,0.0038414968771505187
2025-09-01 05:00:00,3457.38,3484.77,3455.01,3483.46,19263,27,0,0.007595742219136836
2025-09-01 06:00:00,3483.48,3486.01,3469.62,3474.46,12086,27,0,-0.002583638106939623
2025-09-01 07:00:00,3474.6,3479.33,3472.13,3474.97,5883,27,0,0.00014678539974544158
2025-09-01 08:00:00,3474.94,3482.65,3474.25,3476.93,8922,27,0,0.0005640336463337281
2025-09-01 09:00:00,3476.73,3489.82,3476.73,3479.11,9551,27,0,0.0006269899020112657
2025-09-01 10:00:00,3479.37,3480.84,3467.65,3477.78,9972,27,0,-0.0003822816754859293
2025-09-01 11:00:00,3477.81,3479.76,3474.5,3476.9,6377,27,0,-0.0002530349820862865
2025-09-01 12:00:00,3476.89,3477.03,3467.21,3469.36,6459,27,0,-0.002168598464149074
2025-09-01 13:00:00,3469.41,3473.84,3466.31,3470.52,6900,27,0,0.00033435561602135344
2025-09-01 14:00:00,3470.28,3473.37,3467.46,3469.99,6449,27,0,-0.0001527148669364653
2025-09-01 15:00:00,3469.96,3471.59,3467.06,3469.41,6424,27,0,-0.0001671474557563002
2025-09-01 16:00:00,3469.49,3479.04,3468.82,3475.22,6958,27,0,0.0016746363214494853
2025-09-01 17:00:00,3475.13,3481.22,3473.6,3475.43,5608,27,0,6.0427829029485736e-05
2025-09-01 18:00:00,3475.46,3478.98,3473.29,3474.03,3443,27,0,-0.00040282785151757317
2025-09-01 19:00:00,3474.02,3477.63,3472.22,3477.25,3220,27,0,0.0009268774305344341
2025-09-01 20:00:00,3477.16,3478.87,3476.06,3477.86,3247,27,0,0.00017542598317632496
2025-09-01 21:00:00,3477.84,3477.9,3475.93,3476.31,1711,27,0,-0.00044567636420100865
2025-09-02 01:00:00,3477.83,3480.05,3475.08,3475.18,4481,33,0,-0.00032505731652243686
2025-09-02 02:00:00,3475.43,3481.35,3474.48,3479.15,3921,27,0,0.0011423868691693428
2025-09-02 03:00:00,3479.12,3484.97,3478.09,3479.09,7710,27,0,-1.7245591595660414e-05
2025-09-02 04:00:00,3479.1,3508.67,3476.81,3497.77,16260,27,0,0.0053692201121557925
2025-09-02 05:00:00,3497.74,3500.61,3491.34,3496.13,11563,27,0,-0.0004688701658485117
2025-09-02 06:00:00,3495.89,3495.96,3489.86,3495.03,7144,27,0,-0.00031463360916206273
2025-09-02 07:00:00,3494.96,3498.21,3493.19,3496.63,4994,27,0,0.00045779292309355846
2025-09-02 08:00:00,3496.61,3497.72,3492.03,3492.87,6686,27,0,-0.0010753210948828418
2025-09-02 09:00:00,3492.79,3495.67,3483.2,3485.54,9582,27,0,-0.002098560782393788
2025-09-02 10:00:00,3485.85,3488.16,3472.04,3476.82,11930,27,0,-0.002501764432483844
2025-09-02 11:00:00,3476.75,3481.37,3470.13,3477.67,10838,27,0,0.0002444762742965789
2025-09-02 12:00:00,3477.6,3480.32,3475.95,3476.68,7974,27,0,-0.00028467335888693324
2025-09-02 13:00:00,3476.66,3485.68,3475.69,3485.57,7449,27,0,0.0025570371733953934
2025-09-02 14:00:00,3485.68,3489.99,3478.48,3489.68,8836,27,0,0.0011791471696163125
2025-09-02 15:00:00,3489.72,3494.05,3474.33,3482.03,16628,27,0,-0.0021921780793653367
2025-09-02 16:00:00,3482.47,3493.56,3478.13,3489.63,19867,27,0,0.0021826348423190645
2025-09-02 17:00:00,3488.98,3514.04,3488.5,3510.97,20632,27,0,0.0061152615033683855
2025-09-02 18:00:00,3511.01,3520.36,3509.53,3520.36,14536,27,0,0.0026744745754023747
